season;player_name;age;market_value[EUR];team_left;team_joined;transfer_fee[EUR]
15/16;Aderllan Santos;26;7500000;SC Braga;Valencia;9500000
15/16;Michail Antonio;25;2500000;Nottm Forest;West Ham;9500000
15/16;Mapou Yanga-Mbiwa;26;6500000;AS Roma;Olympique Lyon;9400000
15/16;Derlis Gonzalez;21;3750000;FC Basel;Dynamo Kyiv;9400000
15/16;Lewis Grabban;28;3000000;Norwich;Bournemouth;9350000
15/16;Ke Sun;26;825000;JS Suning;TJ Quanjian;9200000
15/16;Bastian Schweinsteiger;30;22000000;Bayern Munich;Man Utd;9000000
15/16;Idrissa Gueye;25;7500000;LOSC Lille;Aston Villa;9000000
15/16;Asamoah Gyan;29;4500000;Al-Ain FC;SH SIPG;9000000
15/16;N'Golo Kante;24;4500000;SM Caen;Leicester;9000000
15/16;Guido Carrillo;24;3200000;Estudiantes;Monaco;9000000
15/16;Boschilia;19;3000000;Sao Paulo;Monaco;9000000
15/16;Rolando Mandragora;18;2000000;Genoa;Juventus;9000000
15/16;Etienne Capoue;27;7500000;Tottenham;Watford;8900000
15/16;Jurgen Damm;22;1200000;Pachuca;Tigres UANL;8850000
15/16;Alberto Paloschi;26;6000000;Chievo Verona;Swansea;8800000
15/16;Khamis Esmaeel;26;100000;Al-Jazira;Al-Ahli (UAE);8700000
15/16;Jose Manuel Jurado;29;7000000;Spartak Moscow;Watford;8600000
15/16;Benjamin Stambouli;24;5000000;Tottenham;Paris SG;8600000
15/16;Andrea Bertolacci;24;15000000;Genoa;AS Roma;8500000
15/16;Mattia Destro;24;13000000;AS Roma;Bologna;8500000
15/16;Gil;28;7500000;Corinthians;SD Luneng;8500000
15/16;Joshua Kimmich;20;5000000;VfB Stuttgart;Bayern Munich;8500000
15/16;Rudy Gestede;26;3500000;Blackburn;Aston Villa;8500000
15/16;Nordin Amrabat;28;6000000;Malaga CF;Watford;8400000
15/16;Matej Vydra;23;5500000;Udinese Calcio;Watford;8400000
15/16;Andrea Belotti;21;5000000;US Palermo;Torino;8400000
15/16;Danny Ings;22;12000000;Burnley;Liverpool;8300000
15/16;Jonny Evans;27;6000000;Man Utd;West Brom;8300000
15/16;Bradley Johnson;28;4000000;Norwich;Derby;8100000
15/16;Thorgan Hazard;22;10000000;Chelsea;Bor. M'gladbach;8000000
15/16;Renato Augusto;27;9000000;Corinthians;BJ Guoan;8000000
15/16;Fernando;23;9000000;Shakhtar D.;Sampdoria;8000000
15/16;Jeison Murillo;23;8000000;Granada CF;Inter;8000000
15/16;Samu Garcia;24;7500000;Malaga CF;Villarreal;8000000
15/16;Souza;26;7500000;Sao Paulo;Fenerbahce;8000000
15/16;Steven Nzonzi;26;7500000;Stoke City;Sevilla FC;8000000
15/16;Samu Castillejo;20;7500000;Malaga CF;Villarreal;8000000
15/16;Burak Yilmaz;30;7000000;Galatasaray;BJ Guoan;8000000
15/16;Admir Mehmedi;24;6000000;SC Freiburg;B. Leverkusen;8000000
15/16;Kenedy;19;6000000;Fluminense;Chelsea;8000000
15/16;Joselu;25;6000000;Hannover 96;Stoke City;8000000
15/16;Davie Selke;20;5000000;Werder Bremen;RB Leipzig;8000000
15/16;Jonas Hofmann;23;4000000;Bor. Dortmund;Bor. M'gladbach;8000000
15/16;Alberto Grassi;20;2000000;Atalanta BC;SSC Napoli;8000000
15/16;Stewart Downing;31;6000000;West Ham;Middlesbrough;7900000
15/16;Luca Valzania;19;350000;Cesena;Atalanta BC;7700000
15/16;Simon Kjaer;26;8000000;LOSC Lille;Fenerbahce;7650000
15/16;Casemiro;23;10000000;FC Porto;Real Madrid;7500000
15/16;Lucas Ocampos;20;6500000;Monaco;Marseille;7500000
15/16;Jonathan Tah;19;6000000;Hamburger SV;B. Leverkusen;7500000
15/16;Cedric Bakambu;24;5500000;Bursaspor;Villarreal;7500000
15/16;Obbi Oulare;19;5000000;Club Brugge;Watford;7500000
15/16;Robert Beric;24;3000000;Rapid Vienna;Saint-Etienne;7500000
15/16;Jozo Simunovic;21;2000000;Dinamo Zagreb;Celtic;7500000
15/16;Carlos Pena;25;3000000;Leon;Chivas;7300000
15/16;Jucilei;27;7000000;Al-Jazira;SD Luneng;7200000
15/16;Jonathas;26;6000000;Elche CF;Real Sociedad;7200000
15/16;Patrick Roberts;18;2500000;Fulham;Man City;7200000
15/16;Haifeng Ding;24;225000;Liaoning FC;HB CFFC;7100000
15/16;Chao Gu;26;125000;HZ Greentown;JS Suning;7050000
15/16;Radamel Falcao;29;35000000;Monaco;Chelsea;7000000
15/16;Cedric Soares;23;9500000;Sporting CP;Southampton;7000000
15/16;Lima;32;8000000;Benfica;Al-Ahli (UAE);7000000
15/16;Iago Falque;26;8000000;Genoa;AS Roma;7000000
15/16;Gokhan Inler;31;7500000;SSC Napoli;Leicester;7000000
15/16;Ozan Tufan;20;7500000;Bursaspor;Fenerbahce;7000000
15/16;Jefferson Farfan;30;7000000;FC Schalke 04;Al-Jazira;7000000
15/16;Gaston Pereiro;20;7000000;Nacional;PSV Eindhoven;7000000
15/16;Mathew Ryan;23;7000000;Club Brugge;Valencia;7000000
15/16;Juanmi;22;7000000;Malaga CF;Southampton;7000000
15/16;Vlad Chiriches;25;6000000;Tottenham;SSC Napoli;7000000
15/16;Gregoire Defrel;24;6000000;Cesena;Sassuolo;7000000
15/16;Ersan Gulum;28;5000000;Besiktas;HB CFFC;7000000
15/16;Kingsley Coman;19;3500000;Juventus;Bayern Munich;7000000
15/16;Marko Grujic;19;3000000;Red Star;Liverpool;7000000
15/16;Oriol Romeu;23;2500000;Chelsea;Southampton;7000000
15/16;Yohan Benalouane;28;1300000;Atalanta BC;Leicester;7000000
15/16;Naif Hazazi;26;1000000;Al-Shabab;Al-Nassr FC;6800000
15/16;Jiawei Yang;24;150000;SH Shenxin;JS Suning;6750000
15/16;Tom Ince;23;6500000;Hull City;Derby;6700000
15/16;Eder;27;6000000;SC Braga;Swansea;6700000
15/16;Dianzuo Liu;25;200000;GZ R&F;GZ Evergrande;6700000
15/16;Daniel Amartey;21;3000000;FC Copenhagen;Leicester;6600000
15/16;Luka Jovic;18;1750000;Apol. Limassol;Benfica;6600000
15/16;Carlos Tevez;31;23000000;Juventus;Boca Juniors;6500000
15/16;Robin van Persie;31;15000000;Man Utd;Fenerbahce;6500000
15/16;Kyriakos Papadopoulos;23;7500000;FC Schalke 04;B. Leverkusen;6500000
15/16;Lewis Holtby;24;4000000;Tottenham;Hamburger SV;6500000
15/16;Ze Luis;24;3500000;SC Braga;Spartak Moscow;6500000
15/16;Steven Berghuis;23;3500000;AZ Alkmaar;Watford;6500000
15/16;Sidnei;25;3000000;Benfica;Dep. La Coruna;6500000
15/16;Lamine Kone;27;2500000;FC Lorient;Sunderland;6500000
15/16;Xuesheng Dong;26;125000;GZ Evergrande;HB CFFC;6500000
15/16;Giovani dos Santos;26;9000000;Villarreal;Los Angeles;6360000
15/16;Ning Jiang;29;200000;GZ R&F;HB CFFC;6250000
15/16;Nani;28;15000000;Man Utd;Fenerbahce;6000000
15/16;Mathieu Valbuena;30;11500000;Dinamo Moscow;Olympique Lyon;6000000
15/16;Ivelin Popov;27;9500000;Kuban Krasnodar;Spartak Moscow;6000000
15/16;Aaron Lennon;28;8500000;Tottenham;Everton;6000000
15/16;Franco Di Santo;26;8500000;Werder Bremen;FC Schalke 04;6000000
15/16;Pedro Obiang;23;8000000;Sampdoria;West Ham;6000000
15/16;Fabinho;21;8000000;Rio Ave FC;Monaco;6000000
15/16;Kiko Casilla;28;7500000;Espanyol;Real Madrid;6000000
15/16;Kevin Wimmer;22;7500000;1.FC Koln;Tottenham;6000000
15/16;Matias Kranevitter;22;7000000;River Plate;Atletico Madrid;6000000
15/16;Stephane Mbia;29;6250000;Trabzonspor;HB CFFC;6000000
15/16;Eduardo Vargas;25;6000000;SSC Napoli;TSG Hoffenheim;6000000
15/16;Nemanja Gudelj;23;6000000;AZ Alkmaar;Ajax;6000000
15/16;Gerard Deulofeu;21;6000000;Barcelona;Everton;6000000
15/16;Claudio Beauvue;27;5000000;Guingamp;Olympique Lyon;6000000
15/16;Bernard Mensah;20;4000000;Vit. Guimaraes;Atletico Madrid;6000000
15/16;Iago Aspas;27;4000000;Liverpool;Sevilla FC;6000000
15/16;Daniele Baselli;23;3800000;Atalanta BC;Torino;6000000
15/16;Gael Kakuta;24;3500000;Chelsea;Sevilla FC;6000000
15/16;Leandro Paredes;21;3500000;Boca Juniors;AS Roma;6000000
15/16;Atinc Nukan;21;2500000;Besiktas;RB Leipzig;6000000
15/16;Henri Saivet;25;2500000;G. Bordeaux;Newcastle;6000000
16/17;Paul Pogba;23;70000000;Juventus;Man Utd;105000000
16/17;Gonzalo Higuain;28;65000000;SSC Napoli;Juventus;90000000
16/17;Oscar;25;35000000;Chelsea;SH SIPG;60000000
16/17;Hulk;29;32000000;Zenit S-Pb;SH SIPG;56000000
16/17;John Stones;22;28000000;Everton;Man City;55600000
16/17;Leroy Sane;20;30000000;FC Schalke 04;Man City;52000000
16/17;Granit Xhaka;23;35000000;Bor. M'gladbach;Arsenal;45000000
16/17;Joao Mario;23;30000000;Sporting CP;Inter;44780000
16/17;Henrikh Mkhitaryan;27;30000000;Bor. Dortmund;Man Utd;42000000
16/17;Sadio Mane;24;20000000;Southampton;Liverpool;41200000
16/17;Shkodran Mustafi;24;20000000;Valencia;Arsenal;41000000
16/17;Michy Batshuayi;22;15000000;Marseille;Chelsea;39000000
16/17;Eric Bailly;22;8000000;Villarreal;Man Utd;38000000
16/17;Andre Gomes;22;30000000;Valencia;Barcelona;37000000
16/17;Julian Draxler;23;28000000;VfL Wolfsburg;Paris SG;36000000
16/17;N'Golo Kante;25;20000000;Leicester;Chelsea;35800000
16/17;Mats Hummels;27;38000000;Bor. Dortmund;Bayern Munich;35000000
16/17;David Luiz;29;28000000;Paris SG;Chelsea;35000000
16/17;Renato Sanches;18;20000000;Benfica;Bayern Munich;35000000
16/17;Moussa Sissoko;27;13000000;Newcastle;Tottenham;35000000
16/17;Ousmane Dembele;19;12000000;Rennes;Bor. Dortmund;35000000
16/17;Miralem Pjanic;26;35000000;AS Roma;Juventus;32000000
16/17;Kevin Gameiro;29;20000000;Sevilla FC;Atletico Madrid;32000000
16/17;Gabriel Jesus;19;16000000;Palmeiras;Man City;32000000
16/17;Arkadiusz Milik;22;12000000;Ajax;SSC Napoli;32000000
16/17;Christian Benteke;25;27000000;Liverpool;Crystal Palace;31200000
16/17;Islam Slimani;28;22000000;Sporting CP;Leicester;31000000
16/17;Alvaro Morata;23;30000000;Juventus;Real Madrid;30000000
16/17;Andre Schurrle;25;25000000;VfL Wolfsburg;Bor. Dortmund;30000000
16/17;Paco Alcacer;23;25000000;Valencia;Barcelona;30000000
16/17;Goncalo Guedes;20;9000000;Benfica;Paris SG;30000000
16/17;Naby Keita;21;11000000;RB Salzburg;RB Leipzig;29750000
16/17;Gabriel Barbosa;20;20000000;Santos;Inter;29500000
16/17;Marko Pjaca;21;18000000;Dinamo Zagreb;Juventus;29400000
16/17;Dimitri Payet;29;30000000;West Ham;Marseille;29300000
16/17;Yannick Bolasie;27;14000000;Crystal Palace;Everton;28900000
16/17;Grzegorz Krychowiak;26;30000000;Sevilla FC;Paris SG;27500000
16/17;Georginio Wijnaldum;25;20000000;Newcastle;Liverpool;27500000
16/17;Ilkay Gundogan;25;30000000;Bor. Dortmund;Man City;27000000
16/17;Breel Embolo;19;20000000;FC Basel;FC Schalke 04;26500000
16/17;Nico Gaitan;28;30000000;Benfica;Atletico Madrid;25000000
16/17;Samuel Umtiti;22;15000000;Olympique Lyon;Barcelona;25000000
16/17;Jese;23;14000000;Real Madrid;Paris SG;25000000
16/17;Andre Ayew;26;18000000;Swansea;West Ham;24100000
16/17;Ezequiel Garay;29;20000000;Zenit S-Pb;Valencia;24000000
16/17;Odion Ighalo;27;12000000;Watford;CC Yatai;23300000
16/17;Morgan Schneiderlin;27;28000000;Man Utd;Everton;23000000
16/17;Marcos Alonso;25;9000000;Fiorentina;Chelsea;23000000
16/17;Timo Werner;20;8000000;VfB Stuttgart;RB Leipzig;23000000
16/17;Mario Gotze;24;35000000;Bayern Munich;Bor. Dortmund;22000000
16/17;Antonio Candreva;29;23000000;Lazio;Inter;22000000
16/17;Vincent Janssen;22;6000000;AZ Alkmaar;Tottenham;22000000
16/17;Aleksandar Dragovic;25;15000000;Dynamo Kyiv;B. Leverkusen;21000000
16/17;Chengdong Zhang;27;475000;BJ Guoan;HB CFFC;20440000
16/17;Axel Witsel;27;20000000;Zenit S-Pb;TJ Quanjian;20000000
16/17;Kevin Volland;23;17000000;TSG Hoffenheim;B. Leverkusen;20000000
16/17;Lucas Perez;27;12000000;Dep. La Coruna;Arsenal;20000000
16/17;Didier Ndong;22;5000000;FC Lorient;Sunderland;20000000
16/17;Ahmed Musa;23;18000000;CSKA Moscow;Leicester;19500000
16/17;Mattia Caldara;22;8000000;Atalanta BC;Juventus;19000000
16/17;Sofiane Boufal;22;13000000;LOSC Lille;Southampton;18700000
16/17;Gerson;19;10000000;Fluminense;AS Roma;18500000
16/17;Dayot Upamecano;18;5000000;RB Salzburg;RB Leipzig;18500000
16/17;Joaquin Correa;21;6500000;Sampdoria;Sevilla FC;18200000
16/17;Nolito;29;15000000;Celta de Vigo;Man City;18000000
16/17;Claudio Bravo;33;15000000;Barcelona;Man City;18000000
16/17;Leonardo Pavoletti;28;13000000;Genoa;SSC Napoli;18000000
16/17;Jordon Ibe;20;7000000;Liverpool;Bournemouth;18000000
16/17;Alexandre Pato;27;6000000;Villarreal;TJ Quanjian;18000000
16/17;Borja Baston;23;5000000;Atletico Madrid;Swansea;18000000
16/17;Yuhao Zhao;23;100000;HZ Greentown;HB CFFC;17800000
16/17;Wilfred Ndidi;20;8000000;KRC Genk;Leicester;17600000
16/17;David Neres;19;;Sao Paulo;Ajax;17400000
16/17;Manolo Gabbiadini;25;15000000;SSC Napoli;Southampton;17000000
16/17;Franco Vazquez;27;15000000;US Palermo;Sevilla FC;16800000
16/17;Leon Bailey;19;12500000;KRC Genk;B. Leverkusen;16700000
16/17;Lucas Digne;22;12000000;Paris SG;Barcelona;16500000
16/17;Memphis Depay;22;25000000;Man Utd;Olympique Lyon;16000000
16/17;Rafa;23;15000000;SC Braga;Benfica;16000000
16/17;Piotr Zielinski;22;12000000;Udinese Calcio;SSC Napoli;16000000
16/17;Andros Townsend;24;9000000;Newcastle;Crystal Palace;15600000
16/17;Joe Allen;26;8000000;Liverpool;Stoke City;15500000
16/17;Nampalys Mendy;24;7500000;OGC Nice;Leicester;15500000
16/17;Ryan Mason;25;7500000;Tottenham;Hull City;15400000
16/17;Graziano Pelle;31;11000000;Southampton;SD Luneng;15250000
16/17;Nacer Chadli;27;13000000;Tottenham;West Brom;15200000
16/17;Oliver Burke;19;250000;Nottm Forest;RB Leipzig;15200000
16/17;Robbie Brady;25;8000000;Norwich;Burnley;15100000
16/17;Luka Milivojevic;25;8000000;Olympiacos;Crystal Palace;15100000
16/17;Mohamed Salah;24;23000000;Chelsea;AS Roma;15000000
16/17;Christoph Kramer;25;12000000;B. Leverkusen;Bor. M'gladbach;15000000
16/17;Jonathan Soriano;31;6000000;RB Salzburg;BJ Guoan;15000000
16/17;Pierre-Emile Hojbjerg;20;6000000;Bayern Munich;Southampton;15000000
16/17;Djibril Sidibe;23;4000000;LOSC Lille;Monaco;15000000
16/17;Helder Costa;23;3000000;Benfica;Wolves;15000000
16/17;Isaac Success;20;3000000;Granada CF;Watford;15000000
16/17;Rodolfo Pizarro;22;5000000;Pachuca;Chivas;14750000
16/17;Amadou Diawara;19;11000000;Bologna;SSC Napoli;14500000
16/17;Victor Wanyama;25;15000000;Southampton;Tottenham;14400000
16/17;Ross McCormack;29;8000000;Fulham;Aston Villa;14300000
16/17;Sime Vrsaljko;24;13000000;Sassuolo;Atletico Madrid;14000000
16/17;Filip Kostic;23;10000000;VfB Stuttgart;Hamburger SV;14000000
16/17;Ashley Williams;31;8000000;Swansea;Everton;14000000
16/17;Saido Berahino;23;15000000;West Brom;Stoke City;13900000
16/17;Jeffrey Schlupp;24;8000000;Leicester;Crystal Palace;13800000
16/17;Roberto Soriano;25;14000000;Sampdoria;Villarreal;13750000
16/17;Roberto Pereyra;25;16000000;Juventus;Watford;13500000
16/17;Stevan Jovetic;27;10000000;Man City;Inter;13500000
16/17;Nathan Redmond;22;7500000;Norwich;Southampton;13500000
16/17;Stephan El Shaarawy;23;17000000;AC Milan;AS Roma;13000000
16/17;Nicola Sansone;24;12000000;Sassuolo;Villarreal;13000000
16/17;Jasper Cillessen;27;12000000;Ajax;Barcelona;13000000
16/17;Benjamin Mendy;21;6500000;Marseille;Monaco;13000000
16/17;Yannick Gerhardt;22;4500000;1.FC Koln;VfL Wolfsburg;13000000
16/17;Jonathan Kodjia;26;2500000;Bristol City;Aston Villa;12800000
16/17;Fernando;24;11000000;Sampdoria;Spartak Moscow;12500000
16/17;Yunus Malli;24;10000000;1.FSV Mainz 05;VfL Wolfsburg;12500000
16/17;Jannik Vestergaard;23;7000000;Werder Bremen;Bor. M'gladbach;12500000
16/17;Yongpo Wang;30;400000;SD Luneng;TJ Quanjian;12440000
16/17;Riechedly Bazoer;20;15000000;Ajax;VfL Wolfsburg;12000000
16/17;Morgan Sanson;22;10000000;Montpellier;Marseille;12000000
16/17;Manuel Lanzini;23;9000000;Al-Jazira;West Ham;12000000
16/17;Raphael Guerreiro;22;9000000;FC Lorient;Bor. Dortmund;12000000
16/17;Sebastian Rode;25;8000000;Bayern Munich;Bor. Dortmund;12000000
16/17;Brown Ideye;28;6000000;Olympiacos;TJ Teda;12000000
16/17;Matt Ritchie;26;6000000;Bournemouth;Newcastle;12000000
16/17;Robert Snodgrass;29;5000000;Hull City;West Ham;12000000
16/17;Dwight Gayle;26;3000000;Crystal Palace;Newcastle;12000000
16/17;Miguel Borja;24;2800000;Atl. Nacional;Palmeiras;12000000
16/17;Bas Dost;27;7500000;VfL Wolfsburg;Sporting CP;11850000
16/17;Jeff Hendrick;24;1500000;Derby;Burnley;11800000
16/17;James Tomkins;27;6000000;West Ham;Crystal Palace;11700000
16/17;Jeffrey Bruma;24;7750000;PSV Eindhoven;VfL Wolfsburg;11500000
16/17;Anthony Ujah;25;5500000;Werder Bremen;Liaoning FC;11500000
16/17;Jake Livermore;27;4500000;Hull City;West Brom;11500000
16/17;Min Cui;27;175000;YB Funde;SZ FC;11500000
16/17;Miranda;31;16000000;Atletico Madrid;Inter;11000000
16/17;Edin Dzeko;30;15000000;Man City;AS Roma;11000000
16/17;Hakim Ziyech;23;11000000;Twente FC;Ajax;11000000
16/17;Kamil Glik;28;10000000;Torino;Monaco;11000000
16/17;Andrej Kramaric;25;7500000;Leicester;TSG Hoffenheim;11000000
16/17;Georges-Kevin N'Koudou;21;7000000;Marseille;Tottenham;11000000
16/17;Mingjian Zhao;29;450000;SD Luneng;HB CFFC;10950000
16/17;Hang Ren;27;400000;JS Suning;HB CFFC;10750000
16/17;Carlos Tevez;32;8500000;Boca Juniors;SH Shenhua;10500000
16/17;Martin Hinteregger;23;6000000;RB Salzburg;FC Augsburg;10500000
16/17;Cristian Ansaldi;29;6000000;Genoa;Inter;10500000
16/17;Patrick van Aanholt;26;6000000;Sunderland;Crystal Palace;10500000
16/17;Marten de Roon;25;5000000;Atalanta BC;Middlesbrough;10500000
16/17;Scott Hogan;24;500000;Brentford;Aston Villa;10500000
16/17;Kyung-won Kwon;24;400000;Al-Ahli (UAE);TJ Quanjian;10500000
16/17;Wenzhao Zhang;29;250000;SD Luneng;GZ Evergrande;10400000
16/17;Giovani Lo Celso;20;7500000;Rosario Central;Paris SG;10000000
16/17;Maxime Lestienne;24;6500000;Al-Arabi SC;Rubin Kazan;10000000
16/17;Lorenzo Tonelli;26;5500000;Empoli;SSC Napoli;10000000
16/17;Ruben Rochina;25;3000000;Granada CF;Rubin Kazan;10000000
16/17;Rodrigo de Paul;22;2500000;Valencia;Udinese Calcio;10000000
16/17;Josip Brekalo;18;1000000;Dinamo Zagreb;VfL Wolfsburg;10000000
16/17;Eder;29;12000000;Sampdoria;Inter;9800000
16/17;Mario Lemina;22;4000000;Marseille;Juventus;9800000
16/17;Emre Mor;18;1000000;Nordsjaelland;Bor. Dortmund;9750000
16/17;Nicolae Stanciu;23;3500000;Steaua Bucharest;RSC Anderlecht;9700000
16/17;Chenglin Zhang;29;125000;BJ Renhe;GZ Evergrande;9650000
16/17;Gustavo Gomez;23;1750000;Lanus;AC Milan;9560000
16/17;Ganso;26;10000000;Sao Paulo;Sevilla FC;9500000
16/17;Wissam Ben Yedder;25;9000000;Toulouse;Sevilla FC;9500000
16/17;Gianluca Lapadula;26;6500000;Pescara;AC Milan;9500000
16/17;Papy Djilobodji;27;4500000;Chelsea;Sunderland;9500000
16/17;Ciro Immobile;26;10000000;Sevilla FC;Lazio;9450000
16/17;Matej Vydra;24;5500000;Watford;Derby;9400000
16/17;Alex Pritchard;23;3000000;Tottenham;Norwich;9400000
16/17;James Chester;27;6000000;West Brom;Aston Villa;9300000
16/17;Walace;21;9000000;Gremio;Hamburger SV;9200000
16/17;Jose Fonte;33;6000000;Southampton;West Ham;9200000
16/17;Nicolas Lopez;22;3000000;Udinese Calcio;Internacional;9100000
16/17;Hongbo Yin;27;225000;HN Jianye;HB CFFC;9050000
16/17;Diego Perotti;27;12000000;Genoa;AS Roma;9000000
16/17;Adem Ljajic;24;12000000;AS Roma;Torino;9000000
16/17;Antonio Rudiger;23;12000000;VfB Stuttgart;AS Roma;9000000
16/17;Sven Kums;28;7500000;KAA Gent;Watford;9000000
16/17;Kamil Grosicki;28;6000000;Rennes;Hull City;9000000
16/17;Daryl Janmaat;27;7500000;Newcastle;Watford;8900000
16/17;Roger Martinez;22;1200000;Racing Club;JS Suning;8900000
16/17;Ademola Lookman;19;1500000;Charlton;Everton;8800000
16/17;Steven Defour;28;6000000;RSC Anderlecht;Burnley;8600000
16/17;Alexander Isak;17;1750000;AIK;Bor. Dortmund;8600000
16/17;Nani;29;16000000;Fenerbahce;Valencia;8500000
16/17;Idrissa Gueye;26;9000000;Aston Villa;Everton;8500000
16/17;Emanuel Mammana;20;7000000;River Plate;Olympique Lyon;8500000
16/17;Borek Dockal;28;3500000;Sparta Prague;HN Jianye;8500000
16/17;Jorge;20;2500000;Flamengo;Monaco;8500000
16/17;Oscar Romero;24;7000000;Racing Club;SH Shenhua;8400000
16/17;Taiyan Jin;27;225000;Liaoning FC;BJ Guoan;8279999
16/17;Yang Yu;27;200000;GZ R&F;BJ Guoan;8270000
16/17;Adama Traore;20;8000000;Aston Villa;Middlesbrough;8250000
16/17;Gianluca Caprari;22;3500000;Pescara;Inter;8250000
16/17;Felipe;27;6000000;Corinthians;FC Porto;8199999
16/17;Yanic Wildschut;25;750000;Wigan;Norwich;8199999
16/17;Shilin Sun;28;200000;Liaoning FC;SH Shenhua;8199999
16/17;Matteo Politano;22;2500000;AS Roma;Sassuolo;8100000
16/17;Tomas Rincon;28;9000000;Genoa;Juventus;8000000
16/17;Dennis Praet;22;9000000;RSC Anderlecht;Sampdoria;8000000
16/17;Marc Bartra;25;8000000;Barcelona;Bor. Dortmund;8000000
16/17;Remy Cabella;26;8000000;Newcastle;Marseille;8000000
16/17;Ivan Cavaleiro;22;7500000;Monaco;Wolves;8000000
16/17;Benjamin Stambouli;26;7000000;Paris SG;FC Schalke 04;8000000
16/17;Alisson;23;7000000;Internacional;AS Roma;8000000
16/17;Wallace;21;6000000;SC Braga;Lazio;8000000
16/17;Andy Delort;24;5500000;SM Caen;Tigres UANL;8000000
16/17;Hernanes;31;5000000;Juventus;HB CFFC;8000000
16/17;Alfred N'Diaye;26;3500000;Real Betis;Villarreal;8000000
16/17;Hernani;22;1750000;Atletico-PR;Zenit S-Pb;8000000
16/17;Caglar Soyuncu;20;1000000;Altinordu;SC Freiburg;7930000
16/17;Dodo;24;5500000;AS Roma;Inter;7800000
16/17;Ismael Sosa;29;3000000;UNAM Pumas;Tigres UANL;7800000
16/17;Jose Sosa;31;8000000;Besiktas;AC Milan;7500000
16/17;Max Kruse;28;8000000;VfL Wolfsburg;Werder Bremen;7500000
16/17;Antonio Sanabria;20;7500000;AS Roma;Real Betis;7500000
16/17;Timothee Kolodziejczak;25;7000000;Sevilla FC;Bor. M'gladbach;7500000
16/17;Miguel Almiron;22;5500000;Lanus;Atlanta;7500000
16/17;Alex Telles;23;8500000;Galatasaray;FC Porto;7350000
16/17;Malick Evouna;23;2000000;El Ahly;TJ Teda;7250000
16/17;Eran Zahavi;28;4000000;M. Tel Aviv;GZ R&F;7230000
16/17;Cristian Espinoza;21;7000000;Huracan;Villarreal;7200000
16/17;Rudy Gestede;28;7000000;Aston Villa;Middlesbrough;7100000
16/17;Arthur Masuaku;22;7000000;Olympiacos;West Ham;7100000
16/17;Denis Cheryshev;25;10000000;Real Madrid;Villarreal;7000000
16/17;Konstantinos Mitroglou;28;9500000;Fulham;Benfica;7000000
16/17;Geronimo Rulli;24;8000000;Man City;Real Sociedad;7000000
16/17;Odil Akhmedov;29;7000000;Krasnodar;SH SIPG;7000000
16/17;Laurent Depoitre;27;6500000;KAA Gent;FC Porto;7000000
16/17;Anwar El Ghazi;21;6500000;Ajax;LOSC Lille;7000000
16/17;Jonathas;27;6000000;Real Sociedad;Rubin Kazan;7000000
16/17;Giuliano;26;5000000;Gremio;Zenit S-Pb;7000000
16/17;Leo Baptistao;23;4000000;Atletico Madrid;Espanyol;7000000
16/17;Lewis Cook;19;4000000;Leeds;Bournemouth;7000000
16/17;Diogo Jota;19;3000000;Pacos Ferreira;Atletico Madrid;7000000
16/17;Harold Preciado;22;1150000;Deportivo Cali;SZ FC;7000000
16/17;Christian Kabasele;25;6000000;KRC Genk;Watford;6950000
16/17;Patrick Bamford;23;5000000;Chelsea;Middlesbrough;6900000
16/17;Haiqing Cao;23;175000;HZ Greentown;JS Suning;6870000
16/17;Hernan Toledo;20;200000;Velez Sarsfield;Maldonado;6750000
16/17;Alberto Paloschi;26;6000000;Swansea;Atalanta BC;6700000
16/17;Matz Sels;24;6500000;KAA Gent;Newcastle;6600000
16/17;Silvio Romero;27;3000000;Chiapas FC;America;6600000
16/17;Grant Hanley;24;2500000;Blackburn;Newcastle;6600000
16/17;Matt Phillips;25;6000000;QPR;West Brom;6500000
16/17;Douglas Santos;22;6000000;Atletico-MG;Hamburger SV;6500000
16/17;Hiroshi Kiyotake;26;4500000;Hannover 96;Sevilla FC;6500000
16/17;Jhon Cordoba;23;3500000;Granada CF;1.FSV Mainz 05;6500000
17/18;Neymar;25;100000000;Barcelona;Paris SG;222000000
17/18;Philippe Coutinho;25;90000000;Liverpool;Barcelona;135000000
17/18;Ousmane Dembele;20;33000000;Bor. Dortmund;Barcelona;135000000
17/18;Romelu Lukaku;24;50000000;Everton;Man Utd;84700000
17/18;Virgil van Dijk;26;30000000;Southampton;Liverpool;84650000
17/18;Alvaro Morata;24;40000000;Real Madrid;Chelsea;66000000
17/18;Aymeric Laporte;23;25000000;Athletic;Man City;65000000
17/18;Pierre-Emerick Aubameyang;28;65000000;Bor. Dortmund;Arsenal;63750000
17/18;Diego Costa;29;50000000;Chelsea;Atletico Madrid;60000000
17/18;Benjamin Mendy;23;13000000;Monaco;Man City;57500000
17/18;Alexandre Lacazette;26;40000000;Olympique Lyon;Arsenal;53000000
17/18;Kyle Walker;27;30000000;Tottenham;Man City;52700000
17/18;Bernardo Silva;22;40000000;Monaco;Man City;50000000
17/18;Gylfi Sigurdsson;27;25000000;Swansea;Everton;49400000
17/18;Nemanja Matic;29;35000000;Chelsea;Man Utd;44700000
17/18;Leonardo Bonucci;30;45000000;Juventus;AC Milan;42000000
